dance.id,hive,day,year,segment,dance.found,segment start time,dancer.id,cluster.id,runs.measured,points,minX,maxX,meanX,sdX,minY,maxY,meanY,sdY,min_duration.sec,max_duration.sec,duration,sd_duration.sec,minI,maxI,meanI,sdI,minLen,maxLen,meanLen,sdLen,minD2S,maxD2S,meanD2S,sdD2S,minD2R,maxD2R,meanD2R,sdD2R,minD2P,maxD2P,meanD2P,sdD2P,minV,maxV,meanV,sdV,min_angle,max_angle,mean_angle,sd_angle,minDelta,maxDelta,meanDelta,sdDelta,skew,min_angle_corr,max_angle_corr,mean_angle_corr,segment start time,azimuth,heading.degrees,heading,flag,,,,,,,,,
352,MOOREMAN,4,2015,00011.MTS_at11+80min_for1min.avi,yes,14:38,1,1,4,8,958,1008,982.333,18.639,317,345.333,329.958,11.031,0.534,1.668,1.101,0.47,63,114,82.5,20.874,23.589,39.051,33.318,6.857,0,39.051,16.659,18.366,NA,NA,NA,NA,23.589,39.051,33.318,6.857,23.407,44.185,32.999,8.61,-177.064,-137.291,-153.178,17.043,NA,NA,NA,NA,-0.8,61.636,101.409,85.522,14:38,216.9,302.422,5.27825963046629,1,,,,,,,,,
353,MOOREMAN,4,2015,00012.MTS_at1+80min_for1min.avi,yes,14:46,1,1,4,8,779.167,872,826.708,31.922,469.5,610.667,537.542,49.328,0.734,1.168,0.993,0.191,54,90,70.875,10.656,27.138,38.873,30.21,5.777,0,38.873,15.105,16.585,NA,NA,NA,NA,27.138,38.873,30.21,5.777,24.831,37.445,30.902,5.583,39.094,88.603,64.427,20.354,NA,NA,NA,NA,-0.8,-84.606,-35.097,-59.273,14:46,228.1,168.827,2.94658701626447,1,,,,,,,,,
354,MOOREMAN,4,2015,00012.MTS_at1+80min_for1min.avi,yes,14:46,2,2,4,8,328.167,407.5,365.5,25.348,305.833,346.5,328.083,15.013,1.134,1.635,1.385,0.205,89,176,125.25,30.826,18.974,30.934,25.578,5.48,0,30.934,12.789,14.135,NA,NA,NA,NA,18.974,30.934,25.578,5.48,13.539,27.267,18.91,5.873,-164.055,-142.883,-156.218,9.449,NA,NA,NA,NA,-0.8,69.945,91.117,77.782,14:46,228.1,305.882,5.33864802258529,1,,,,,,,,,
355,MOOREMAN,4,2015,00012.MTS_at11+80min_for1min.avi,yes,14:51,1,1,4,8,1020.167,1052.167,1037,13.327,349.167,367.833,358.833,6.638,1.368,1.635,1.535,0.119,63,90,74.375,9.999,21.05,28.79,23.923,3.508,0,28.79,11.962,12.992,NA,NA,NA,NA,21.05,28.79,23.923,3.508,13.552,17.609,15.57,1.662,-174.685,-169.046,-171.693,2.897,NA,NA,NA,NA,-0.8,57.015,62.654,60.007,14:51,222.5,282.507,4.93067730993162,1,,,,,,,,,
356,MOOREMAN,4,2015,00012.MTS_at11+80min_for1min.avi,yes,14:51,2,2,4,8,702.167,780.167,748.917,27.544,409.167,453.833,428.917,17.699,1.335,1.935,1.652,0.281,74,99,86,9.165,37.154,56.729,45.694,9.128,0,56.729,22.847,25.145,NA,NA,NA,NA,37.154,56.729,45.694,9.128,25.606,30.912,27.639,2.378,-174.596,179.029,2.758,202.553,NA,NA,NA,NA,-0.8,55.004,48.629,-127.642,14:51,222.5,94.858,1.65558442185678,1,,,,,,,,,
357,MOOREMAN,4,2015,00013.MTS_at1+80min_for1min.avi,yes,15:02,1,1,4,8,769.5,862.167,813.833,30.671,553.833,578.5,568.417,9.391,1.268,1.835,1.502,0.239,43,91,67.75,16.952,30.03,41.958,35.868,5.478,0,41.958,17.934,19.505,NA,NA,NA,NA,30.03,41.958,35.868,5.478,21.148,28.579,24.046,3.199,-177.455,178.831,3.505,200.379,NA,NA,NA,NA,-0.8,52.145,48.431,-126.895,15:02,226.9,100.005,1.74541651845693,1,,,,,,,,,
358,MOOREMAN,4,2015,00013.MTS_at1+80min_for1min.avi,yes,15:02,2,2,4,8,1070.167,1129.5,1101,18.956,535.5,572.167,552.417,13.874,0.801,1.168,0.943,0.167,61,72,66.875,4.422,20.827,40.277,31.097,8,0,40.277,15.548,17.427,NA,NA,NA,NA,20.827,40.277,31.097,8,24.968,38.376,32.868,5.656,39.806,65.556,50.243,12.371,NA,NA,NA,NA,-0.8,-92.694,-66.944,-82.257,15:02,226.9,144.643,2.52449658996216,1,,,,,,,,,
359,MOOREMAN,4,2015,00013.MTS_at6+80min_for1min.avi,yes,15:07,1,1,4,8,858.167,879.5,869.833,7.701,444.167,482.833,461.333,14.333,0.534,0.667,0.592,0.069,39,83,63.125,13.421,16.865,32.249,24.28,6.377,0,32.249,12.14,13.633,NA,NA,NA,NA,16.865,32.249,24.28,6.377,26.603,60.406,42.105,14.927,82.875,108.435,98.278,12.486,NA,NA,NA,NA,-0.8,-51.625,-26.065,-36.222,15:07,228.7,192.478,3.35937483765365,1,,,,,,,,,
360,MOOREMAN,4,2015,00013.MTS_at6+80min_for1min.avi,yes,15:07,2,2,4,8,828.833,936.833,883.75,35.866,537.833,561.833,552.583,8.059,1.168,1.869,1.46,0.324,49,85,62.875,11.569,34.416,49.32,40.124,6.559,0,49.32,20.062,21.873,NA,NA,NA,NA,34.416,49.32,40.124,6.559,25.563,29.705,27.783,2.113,-176.186,178.958,0.798,201.214,NA,NA,NA,NA,-0.8,49.314,44.458,-133.702,15:07,228.7,94.998,1.65802788280957,1,,,,,,,,,
361,MOOREMAN,5,2015,00020.MTS_at5+0min_for1min.avi,yes,15:00,1,1,4,8,1005.988,1067.579,1034.559,19.265,544.739,615.911,584.944,24.308,0.834,1.034,0.926,0.092,49,83,69.875,10.371,23.268,30.018,26.287,2.792,0,30.018,13.144,14.17,NA,NA,NA,NA,23.268,30.018,26.287,2.792,24.861,34.601,28.595,4.202,25.201,61.928,43.29,14.997,NA,NA,NA,NA,-1,-111.299,-74.572,-93.21,15:00,226.5,133.29,2.32634935998324,1,,,,,,,,,
