dance.id,hive,day,year,segment,dance.found,segment start time,dancer.id,cluster.id,runs.measured,points,minX,maxX,meanX,sdX,minY,maxY,meanY,sdY,min_duration.sec,max_duration.sec,duration,sd_duration.sec,minI,maxI,meanI,sdI,minLen,maxLen,meanLen,sdLen,minD2S,maxD2S,meanD2S,sdD2S,minD2R,maxD2R,meanD2R,sdD2R,minD2P,maxD2P,meanD2P,sdD2P,minV,maxV,meanV,sdV,min_angle,max_angle,mean_angle,sd_angle,minDelta,maxDelta,meanDelta,sdDelta,skew,min_angle_corr,max_angle_corr,mean_angle_corr,segment start time,azimuth,heading.degrees,heading,flag,,,,,,,,,
194,MECHANICSBURG,5,2015,MB_050515_14_01_for_1min.avi,yes,14:01,1,1,4,8,933.813,955.396,943.885,7.767,710.791,758.273,736.871,19.944,1.201,1.568,1.376,0.15,57,81,68.625,7.891,31.556,45.066,36.814,5.784,0,45.066,18.407,20.039,NA,NA,NA,NA,31.556,45.066,36.814,5.784,22.698,32.942,26.881,4.329,73.301,114.228,93.168,21.53,NA,NA,NA,NA,0,-34.299,6.628,-14.432,14:01,197.6,183.168,3.19688468429297,1,,,,,,,,,
195,MECHANICSBURG,5,2015,MB_050515_14_01_for_1min.avi,yes,14:01,2,2,4,8,1406.167,1457.554,1431.109,20.723,588.489,635.971,609.821,16.228,0.501,1.568,1.185,0.469,105,125,116.625,8.467,24.703,42.132,35.488,8.176,0,42.132,17.744,19.71,NA,NA,NA,NA,24.703,42.132,35.488,8.176,25.168,49.356,33.143,11.156,-3.094,14.036,6.336,7.392,NA,NA,NA,NA,0,-110.694,-93.564,-101.264,14:01,197.6,96.336,1.68138038820126,1,,,,,,,,,
196,MECHANICSBURG,5,2015,MB_050515_14_06_for_1min.avi,yes,14:06,1,1,4,8,1053.237,1076.259,1067.626,9.035,280.576,397.122,350.899,39.58,1.001,1.401,1.26,0.177,29,68,45.75,12.59,31.127,57.554,45.259,11.728,0,57.554,22.63,25.381,NA,NA,NA,NA,31.127,57.554,45.259,11.728,31.096,41.069,35.536,5.116,-102.875,-56.31,-86.829,21.029,NA,NA,NA,NA,0,149.525,-163.91,-194.429,14:06,197.6,3.17100000000002,0.0553443905807405,1,,,,,,,,,
197,MECHANICSBURG,6,2015,MB_050615_10_57_for_1min.avi,no,10:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-24,-24,-24,10:57,114,90,2,0,,,,,,,,,
198,MECHANICSBURG,6,2015,MB_050615_11_02_for_1min.avi,yes,11:02,1,1,4,8,958.833,1045.5,1001.958,26.03,156.167,209.833,179.417,17.006,2.035,2.769,2.436,0.331,25,78,47.625,21.38,26.136,55.12,41.39,12.401,0,55.12,20.695,23.566,NA,NA,NA,NA,26.136,55.12,41.39,12.401,11.352,20.911,16.905,4.064,-147.995,-130.646,-142.185,8.144,NA,NA,NA,NA,0,186.805,204.154,192.615,11:02,115.2,307.815,5.37238523702635,1,,,,,,,,,
199,MECHANICSBURG,6,2015,MB_050615_11_02_for_1min.avi,yes,11:02,2,2,4,8,1002.167,1098.833,1062.25,36.057,418.833,466.833,440.333,15.343,3.136,3.504,3.345,0.162,25,82,49.625,20.213,39.693,80.324,61.441,17.177,0,80.324,30.721,34.714,NA,NA,NA,NA,39.693,80.324,61.441,17.177,11.55,22.927,18.369,4.903,7.289,18.886,12.461,5.849,NA,NA,NA,NA,0,-17.911,-6.31400000000001,-12.739,11:02,115.2,102.461,1.78828180488591,1,,,,,,,,,
200,MECHANICSBURG,6,2015,MB_050615_11_07_for_1min.avi,yes,11:07,1,1,4,8,828.5,879.167,848.583,16.644,84.833,198.167,137.417,42.45,1.935,2.769,2.427,0.377,37,150,83,36.762,24.449,40.277,32.25,6.594,0,40.277,16.125,17.771,NA,NA,NA,NA,24.449,40.277,32.25,6.594,10.468,17.433,13.504,3.332,53.881,64.134,59.931,4.336,NA,NA,NA,NA,0,27.381,37.634,33.431,11:07,116.5,149.931,2.61678960080762,1,,,,,,,,,
201,MECHANICSBURG,6,2015,MB_050615_11_07_for_1min.avi,yes,11:07,2,2,4,8,718.5,835,785.833,37.29,422.5,462,441.771,13.872,2.269,2.669,2.427,0.171,29,118,58.875,31.453,23.691,43.064,32.527,7.97,0,43.064,16.264,18.153,NA,NA,NA,NA,23.691,43.064,32.527,7.97,10,18.98,13.507,3.871,-175.186,172.725,0.518,196.777,NA,NA,NA,NA,0,158.314,146.225,-25.982,11:07,116.5,90.518,1.57983713232023,1,,,,,,,,,
202,MECHANICSBURG,6,2015,MB_050615_11_07_for_1min.avi,yes,11:07,3,3,4,8,489.5,536,520.938,14.681,432,492,463.688,22.023,2.769,3.136,2.936,0.166,52,97,72.25,16.568,30.529,40.302,35.361,4.015,0,40.302,17.681,19.083,NA,NA,NA,NA,30.529,40.302,35.361,4.015,11.023,13.421,12.042,1.185,-81.983,-40.333,-64.815,19.356,NA,NA,NA,NA,0,-108.483,-66.833,-91.315,11:07,116.5,25.185,0.439561172114772,1,,,,,,,,,
203,MECHANICSBURG,6,2015,MB_050615_11_07_for_1min.avi,yes,11:07,4,4,4,8,1032.167,1135.5,1072.583,36.697,508.833,600.5,568.667,33.658,1.568,2.736,2.302,0.507,32,92,51,20.263,24.585,39.129,29.69,6.607,0,39.129,14.845,16.449,NA,NA,NA,NA,24.585,39.129,29.69,6.607,10.422,16.065,13.219,3.068,-163.443,-139.399,-155.643,11.219,NA,NA,NA,NA,0,170.057,194.101,177.857,11:07,116.5,294.357,5.13749882629295,1,,,,,,,,,
