City (for azimuth),hive,camera,month,day,year,hour,minute,segment,dance found?,segment start time,Pollen forager,dancer.id,cluster.id,runs.measured,points,minX,maxX,meanX,sdX,minY,maxY,meanY,sdY,min_duration.sec,max_duration.sec,mean_duration.sec,sd_duration.sec,minI,maxI,meanI,sdI,minLen,maxLen,meanLen,sdLen,minD2S,maxD2S,meanD2S,sdD2S,minD2R,maxD2R,meanD2R,sdD2R,minD2P,maxD2P,meanD2P,sdD2P,minV,maxV,meanV,sdV,min_angle,max_angle,mean_angle,sd_angle,minDelta,maxDelta,meanDelta,sdDelta,skew,min_angle_corr,max_angle_corr,mean_angle_corr,segment start time,azimuth,heading.degrees,heading.radians,flag,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at10+0min_for1min.avi,yes,14:25,,4,4,4,8,973.139,1037.468,1005.304,24.571,253.208,302.481,281.608,15.584,3.337,3.537,3.453,0.088,70,106,86.5,13.544,38.421,60.098,48.268,10.22,0,60.098,24.134,26.654,NA,NA,NA,NA,38.421,60.098,48.268,10.22,10.966,16.992,13.958,2.784,149.931,175.914,160.445,10.997,NA,NA,NA,NA,1.2,238.731,264.714,249.245,14:25,212.3,101.545,1.772294589,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at12+0min_for1min.avi,yes,14:27,,1,1,4,8,1016.938,1068.948,1040.034,18.252,316.168,377.759,345.081,26.035,1.034,1.535,1.36,0.224,53,102,84.125,15.018,22.069,39.904,29.671,7.988,0,39.904,14.836,16.7,NA,NA,NA,NA,22.069,39.904,29.671,7.988,15.748,38.578,23.002,10.607,-172.875,174.094,6.461,193.561,NA,NA,NA,NA,1.5,275.625,262.594,94.961,14:27,213.3,308.261,5.380169405,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at12+0min_for1min.avi,yes,14:27,,2,2,4,8,1194.867,1264.671,1229.598,24.57,499.572,533.79,519.247,12.586,3.537,4.538,4.146,0.433,52,100,81,13.763,35.507,48.545,40.009,5.811,0,48.545,20.004,21.721,NA,NA,NA,NA,35.507,48.545,40.009,5.811,8.342,11.192,9.679,1.224,152.447,167.471,159.345,6.177,NA,NA,NA,NA,1.5,240.947,255.971,247.845,14:27,213.3,101.145,1.765313272,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at15+0min_for1min.avi,yes,14:30,,1,1,4,8,1075.791,1155.175,1117.023,24.609,509.153,554.32,534.132,13.838,3.17,4.204,3.62,0.488,54,96,75.25,13.112,32.906,41.627,36.295,4.046,0,41.627,18.147,19.58,NA,NA,NA,NA,32.906,41.627,36.295,4.046,7.948,13.132,10.212,2.155,145.008,170.538,160.379,10.848,NA,NA,NA,NA,1.5,233.508,259.038,248.879,14:30,214.8,103.679,1.809539915,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at15+0min_for1min.avi,yes,14:30,,2,2,4,8,1090.847,1123.695,1109.153,13.548,521.471,589.906,564.243,23.995,1.134,1.235,1.193,0.042,63,98,78.75,11.659,30.142,54.765,41.365,10.226,0,54.765,20.682,23.102,NA,NA,NA,NA,30.142,54.765,41.365,10.226,26.57,45.592,34.569,7.997,91.432,117.474,102.634,12.744,NA,NA,NA,NA,1.5,179.932,205.974,191.134,14:30,214.8,45.934,0.8016995386,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at15+0min_for1min.avi,yes,14:30,,3,3,4,8,915.654,977.246,948.332,19.376,329.855,376.39,350.043,15.924,0.968,1.435,1.226,0.229,63,116,89.375,17.647,25.715,37.583,31.798,6.12,0,37.583,15.899,17.463,NA,NA,NA,NA,25.715,37.583,31.798,6.12,19.079,33.168,26.41,5.762,-77.005,-36.87,-58.891,16.852,NA,NA,NA,NA,1.5,11.495,51.63,29.609,14:30,214.8,244.409,4.265741772,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at15+0min_for1min.avi,yes,14:30,,4,4,4,8,1175.706,1208.554,1186.826,11.226,172.455,235.415,206.159,22.19,1.134,1.435,1.268,0.131,48,105,82.5,19.893,25.459,40.417,35.537,6.955,0,40.417,17.768,19.533,NA,NA,NA,NA,25.459,40.417,35.537,6.955,22.441,30.665,27.888,3.793,-70.201,-53.746,-63.37,7.348,NA,NA,NA,NA,1.5,18.299,34.754,25.13,14:30,214.8,239.93,4.187568474,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00036.MTS_at1+86min_for1min.avi,yes,14:31,,1,1,4,8,1049.786,1074.423,1062.618,9.895,518.734,573.482,545.423,20.38,0.934,1.335,1.185,0.173,76,102,90.375,8.348,27.374,40.068,35.103,5.469,0,40.068,17.551,19.102,NA,NA,NA,NA,27.374,40.068,35.103,5.469,27.99,32.455,29.648,1.949,90,98.427,94.621,4.169,NA,NA,NA,NA,1.2,178.8,187.227,183.421,14:31,215.3,38.721,0.6758089397,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00036.MTS_at1+86min_for1min.avi,yes,14:31,,2,2,4,8,765.098,870.488,822.754,36.795,246.364,301.112,273.225,19.995,2.97,3.57,3.212,0.272,74,195,112.125,36.98,40.44,52.118,45.348,5.053,0,52.118,22.674,24.464,NA,NA,NA,NA,40.44,52.118,45.348,5.053,12.881,15.939,14.142,1.364,143.471,156.801,152.436,6.148,NA,NA,NA,NA,1.2,232.271,245.601,241.236,14:31,215.3,96.536,1.684871047,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00036.MTS_at1+86min_for1min.avi,yes,14:31,,3,3,4,8,905.333,965.333,934,20.284,640,738.667,707.333,40.335,0.701,1.068,0.876,0.171,72,90,81.75,6.112,24.585,35.901,31.128,4.857,0,35.901,15.564,16.94,NA,NA,NA,NA,24.585,35.901,31.128,4.857,31.692,47.609,36.24,7.626,-177.709,180,-82.528,175.106,NA,NA,NA,NA,1.2,271.091,268.8,6.272,14:31,215.3,221.572,3.86716093,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,.00036.MTS_at3+86min_for1min.avi,yes,14:33,,1,1,4,8,990.932,1036.099,1016.082,18.053,457.143,528.315,485.714,22.884,1.034,1.568,1.243,0.247,87,111,94.125,8.026,28.775,57.501,38.602,12.845,0,57.501,19.301,22.281,NA,NA,NA,NA,28.775,57.501,38.602,12.845,26.041,36.666,30.65,4.743,43.363,91.364,77.428,22.783,NA,NA,NA,NA,1.2,132.163,180.164,166.228,14:33,216.2,22.428,0.3914424446,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,.00036.MTS_at6+86min_for1min.avi,"no
",14:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,14:36,217.7,217.7,3.799581782,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,.00036.MTS_at8+86min_for1min.avi,yes,14:38,,1,1,4,8,912.917,1059.367,986.997,43.383,323.011,370.915,341.317,14.391,2.102,2.936,2.644,0.374,49,117,82.375,21.554,38.64,67.122,51.754,13.976,0,67.122,25.877,29.137,NA,NA,NA,NA,38.64,67.122,51.754,13.976,14.054,24.835,19.605,4.548,152.85,174.289,160.981,9.312,NA,NA,NA,NA,1.2,241.65,263.089,249.781,14:38,218.6,108.381,1.891605297,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,.00036.MTS_at11+86min_for1min.avi,"no
",14:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,14:41,219.9,219.9,3.837979025,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,.00036.MTS_at13+86min_for1min.avi,yes,14:43,,1,1,4,8,933.447,1057.998,998.289,42.746,391.446,409.239,403.764,5.761,0.634,1.068,0.859,0.177,74,117,91.375,12.694,22.943,45.25,30.5,10.016,0,45.25,15.25,17.572,NA,NA,NA,NA,22.943,45.25,30.5,10.016,30.47,42.379,35.148,5.422,-176.532,180,81.216,172.08,NA,NA,NA,NA,1.2,272.268,268.8,170.016,14:43,220.8,30.816,0.5378406623,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,.00036.MTS_at13+86min_for1min.avi,yes,14:43,,2,2,4,8,964.927,1056.63,1027.032,32.929,488.623,635.073,569.547,52.407,1.335,1.768,1.476,0.199,64,77,71.75,4.652,42.518,62.796,54.162,8.951,0,62.796,27.081,29.538,NA,NA,NA,NA,42.518,62.796,54.162,8.951,31.079,41.296,36.727,4.454,69.59,96.633,84.88,11.231,NA,NA,NA,NA,1.2,158.39,185.433,173.68,14:43,220.8,34.48,0.6017895261,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,.00037.MTS_at1+86min_for1min.avi,no,14:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,14:47,222.6,222.6,3.885102915,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,.00037.MTS_at3+86min_for1min.avi,yes,14:49,,1,1,4,8,996.407,1034.731,1017.622,14.595,462.618,510.522,490.676,16.635,1.034,1.368,1.235,0.144,44,73,56.625,12.546,23.308,33.104,27.709,4.373,0,33.104,13.854,15.085,NA,NA,NA,NA,23.308,33.104,27.709,4.373,17.911,24.327,22.534,3.094,60.255,86.634,73.431,11.764,NA,NA,NA,NA,1.2,149.055,175.434,162.231,14:49,223.4,25.631,0.4473453406,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,10,2015,12,35,00041.MTS_at0min_for1min.avi,no,12:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,12:35,148,238,4.15388362,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,10,2015,12,35,00041.MTS_at5min_for1min.avi,yes,12:40,,1,1,4,8,995.833,1033.833,1013.417,11.786,389.833,410.5,399.333,6.52,0.434,0.601,0.517,0.079,64,114,88.75,15.962,16,22.01,19.704,2.793,0,22.01,9.852,10.69,NA,NA,NA,NA,16,22.01,19.704,2.793,28.207,46.464,38.839,8.226,-42.51,60.751,4.994,42.431,NA,NA,NA,NA,0,47.49,150.751,94.994,12:40,150.6,245.594,4.286423923,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,10,2015,12,35,00041.MTS_at10min_for1min.avi,no,12:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,12:45,153.2,243.2,4.244640741,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,10,2015,12,35,00041.MTS_at15min_for1min.avi,no,12:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,12:50,156,246,4.29350996,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,10,2015,12,35,00042.MTS_at3min_for1min.avi,no,12:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,12:56,159.4,249.4,4.352851154,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,10,2015,12,35,00042.MTS_at8min_for1min.avi,yes,13:01,,1,1,4,8,859.167,956.5,907.833,32.357,191.5,224.833,203.417,12.165,0.801,1.335,1.026,0.227,33,88,58.375,18.142,31.693,42.048,35.666,4.467,0,42.048,17.833,19.287,NA,NA,NA,NA,31.693,42.048,35.666,4.467,26.17,42.449,35.798,7.394,-22.249,13.241,-5.761,14.977,NA,NA,NA,NA,0,67.751,103.241,84.239,13:01,162.4,246.639,4.304662614,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,10,2015,12,35,00042.MTS_at13min_for1min.avi,no,13:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,13:06,165.4,255.4,4.45757091,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,10,2015,12,35,00043.MTS_at3min_for1min.avi,no,13:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,13:11,168.4,258.4,4.509930787,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,10,2015,12,35,00043.MTS_at8min_for1min.avi,no,13:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,13:16,171.5,261.5,4.564035994,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00059.MTS_at0min_for1min.avi,"no
",13:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,90.6,90.6,90.6,13:56,197.2,287.8,5.023057587,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00059.MTS_at5min_for1min.avi,"no
",14:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,90.6,90.6,90.6,14:01,200.2,290.8,5.075417465,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00059.MTS_at10min_for1min.avi,yes,14:06,,1,1,4,8,767.836,803.422,784.602,13.245,157.399,182.036,167.322,8.397,0.96,1.56,1.32,0.259,41,87,58.5,16.673,19.014,31.923,26.721,6.092,0,31.923,13.36,14.829,NA,NA,NA,NA,19.014,31.923,26.721,6.092,18.693,21.716,20.17,1.264,146.31,156.801,150.473,4.471,NA,NA,NA,NA,-0.6,236.91,247.401,241.073,14:06,203.2,84.273,1.470841321,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00059.MTS_at15min_for1min.avi,"no
",14:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,90.6,90.6,90.6,14:11,206.1,296.7,5.178391891,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,.00060.MTS_at3min_for1min.avi,"no
",14:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,90.6,90.6,90.6,14:12,206.7,297.3,5.188863866,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,.00060.MTS_at8min_for1min.avi,"no
",14:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,90.6,90.6,90.6,14:17,209.5,300.1,5.237733085,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00060.MTS_at13min_for1min.avi,yes,14:22,,1,1,4,8,963.559,1011.463,986.142,18.231,286.056,366.809,323.524,26.959,1.435,2.069,1.869,0.292,40,70,54,10.474,35.927,46.495,40.817,5.562,0,46.495,20.409,22.12,NA,NA,NA,NA,35.927,46.495,40.817,5.562,17.945,32.406,22.58,6.751,-49.635,-29.476,-40.439,8.36,NA,NA,NA,NA,-0.6,40.965,61.124,50.161,14:22,212.1,262.261,4.57731795,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00061.MTS_at3min_for1min.avi,yes,14:28,,1,1,4,8,502.667,532,518.5,11.051,133.333,164,146.333,12.744,0.901,2.202,1.46,0.595,64,155,89.625,30.505,26.399,33.119,28.847,2.943,0,33.119,14.424,15.539,NA,NA,NA,NA,26.399,33.119,28.847,2.943,12.599,29.303,22.024,7.42,-58.57,-45,-52.063,5.897,NA,NA,NA,NA,-0.6,32.03,45.6,38.537,14:28,215.2,253.737,4.428546084,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00061.MTS_at8min_for1min.avi,yes,14:33,,1,1,4,8,1062.104,1119.589,1089.478,18.824,201.198,253.208,226.518,17.064,1.134,1.401,1.326,0.129,33,72,50.875,13.799,26.292,36.98,33.04,4.81,0,36.98,16.52,17.939,NA,NA,NA,NA,26.292,36.98,33.04,4.81,23.175,26.388,24.836,1.725,-48.366,-38.66,-41.595,4.574,NA,NA,NA,NA,-0.6,42.234,51.94,49.005,14:33,217.7,266.705,4.654880382,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00061.MTS_at13min_for1min.avi,yes,14:38,,1,1,4,8,958.084,988.195,971.429,11.631,262.789,306.587,286.57,14.298,1.335,1.835,1.468,0.245,36,100,71.125,22.081,21.641,42.164,29.858,8.707,0,42.164,14.929,16.947,NA,NA,NA,NA,21.641,42.164,29.858,8.707,16.214,22.975,20.091,2.843,-63.435,-34.695,-49.838,12.136,NA,NA,NA,NA,-0.6,27.165,55.905,40.762,14:38,220.1,260.862,4.552900793,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00061.MTS_at13min_for1min.avi,yes,14:38,,2,2,4,8,1007.357,1048.417,1030.453,13.617,329.855,359.966,343.713,10.837,1.401,1.568,1.46,0.074,61,120,87.625,20.184,24.369,30.758,27.952,3.131,0,30.758,13.976,15.081,NA,NA,NA,NA,24.369,30.758,27.952,3.131,16.765,21.685,19.218,2.709,-54.162,-32.276,-40.814,9.359,NA,NA,NA,NA,-0.6,36.438,58.324,49.786,14:38,220.1,269.886,4.710399305,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,.00062.MTS_at3min_for1min.avi,"no
",14:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,90.6,90.6,90.6,14:44,222.8,313.4,5.469861876,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00062.MTS_at8min_for1min.avi,yes,14:49,,1,1,4,8,611.805,680.24,645.338,22.903,188.879,249.102,222.583,21.566,1.368,1.969,1.76,0.27,33,84,64.75,17.499,28.183,47.748,35.487,9.011,0,47.748,17.743,19.865,NA,NA,NA,NA,28.183,47.748,35.487,9.011,15.401,34.902,21.15,9.287,-60.945,-26.565,-41.851,17.563,NA,NA,NA,NA,-0.6,29.655,64.035,48.749,14:49,225,273.749,4.777821374,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00062.MTS_at13min_for1min.avi,yes,14:54,,1,1,4,8,680.24,754.149,718.221,25.603,212.147,247.733,227.032,12.765,1.168,2.035,1.61,0.355,42,99,65,19.669,29.609,38.348,33.455,3.957,0,38.348,16.728,18.069,NA,NA,NA,NA,29.609,38.348,33.455,3.957,18.487,26.519,21.298,3.706,-45,-33.69,-38.834,5.461,NA,NA,NA,NA,-0.6,45.6,56.91,51.766,14:54,227.1,278.866,4.867129872,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00063.MTS_at3min_for1min.avi,yes,15:00,,1,1,4,8,1114.115,1178.443,1150.214,22.878,255.945,391.446,327.802,43.467,1.368,1.568,1.46,0.092,34,73,53.5,14.648,22.78,46.009,35.788,9.683,0,46.009,17.894,20.153,NA,NA,NA,NA,22.78,46.009,35.788,9.683,16.651,32.831,24.479,6.619,-73.496,-43.452,-60.365,13.108,NA,NA,NA,NA,-0.6,17.104,47.148,30.235,15:00,229.5,259.735,4.533230933,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00063.MTS_at8min_for1min.avi,yes,15:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,,,,15:05,231.4,,,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00063.MTS_at13min_for1min.avi,yes,15:10,,1,1,4,8,194.354,231.309,213.516,12.566,201.198,251.839,228.4,19.042,1.268,1.401,1.335,0.061,94,189,128.75,31.743,31.271,39.217,34.452,3.401,0,39.217,17.226,18.55,NA,NA,NA,NA,31.271,39.217,34.452,3.401,24.031,27.984,25.8,1.99,-73.74,-60.255,-65.387,6.314,NA,NA,NA,NA,-0.6,16.86,30.345,25.213,15:10,233.2,258.413,4.51015768,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00064.MTS_at3min_for1min.avi,yes,15:16,,1,1,4,8,807.528,858.169,825.492,17.273,161.506,242.258,210.094,26.57,1.468,7.007,2.928,2.721,38,59,48.375,9.102,30.758,53.449,42.308,9.313,0,53.449,21.154,23.422,NA,NA,NA,NA,30.758,53.449,42.308,9.313,7.628,26.959,20.297,8.831,-69.146,-48.814,-55.985,9.277,NA,NA,NA,NA,-0.6,21.454,41.786,34.615,15:16,235.3,269.915,4.710905451,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00064.MTS_at3min_for1min.avi,yes,15:16,,2,2,4,8,1123.695,1141.488,1131.394,5.941,125.92,158.768,142.002,15.096,1.201,1.468,1.36,0.12,37,85,53.125,14.894,24.976,32.533,29.242,3.274,0,32.533,14.621,15.777,NA,NA,NA,NA,24.976,32.533,29.242,3.274,17.408,27.084,21.774,4.26,-80.538,-67.751,-74.696,5.494,NA,NA,NA,NA,-0.6,10.062,22.849,15.904,15:16,235.3,251.204,4.384336894,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00064.MTS_at3min_for1min.avi,yes,15:16,,3,3,4,8,1037.468,1070.317,1054.063,12.23,316.168,366.809,340.291,18.304,1.101,2.202,1.71,0.462,22,81,41.5,19.596,22.78,47.195,34.928,10.089,0,47.195,17.464,19.804,NA,NA,NA,NA,22.78,47.195,34.928,10.089,14.968,25.258,20.739,4.298,-60.461,-45,-52.773,7.283,NA,NA,NA,NA,-0.6,30.139,45.6,37.827,15:16,235.3,273.127,4.766965426,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00064.MTS_at8min_for1min.avi,yes,15:21,,1,1,4,8,1071.685,1107.271,1088.452,11.041,305.218,366.809,333.961,21.529,1.101,1.602,1.36,0.262,26,60,45.875,11.581,24.369,29.291,26.956,2.553,0,29.291,13.478,14.505,NA,NA,NA,NA,24.369,29.291,26.956,2.553,16.045,26.602,20.406,4.579,-70.71,-51.843,-60.692,9.87,NA,NA,NA,NA,-0.6,19.89,38.757,29.908,15:21,237,266.908,4.6584234,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00064.MTS_at13min_for1min.avi,yes,15:26,,1,1,4,8,1003.251,1037.468,1020.53,12.02,229.94,272.37,251.839,14.723,1.101,1.435,1.301,0.144,39,62,51.5,9.274,28.481,32.962,30.917,1.936,0,32.962,15.458,16.574,NA,NA,NA,NA,28.481,32.962,30.917,1.936,22.974,25.866,23.866,1.343,-64.537,-41.634,-53.779,9.388,NA,NA,NA,NA,-0.6,26.063,48.966,36.821,15:26,238.6,275.421,4.807003279,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00065.MTS_at3min_for1min.avi,yes,15:32,,1,1,4,8,969.033,1011.463,989.222,15.481,275.107,314.799,294.782,15.518,1.468,1.668,1.56,0.107,51,102,68.75,15.719,24.253,40.068,30.525,7.556,0,40.068,15.262,17.05,NA,NA,NA,NA,24.253,40.068,30.525,7.556,16.52,24.507,19.419,3.71,-82.147,-33.69,-62.426,21.17,NA,NA,NA,NA,-0.6,8.453,56.91,28.174,15:32,240.4,268.574,4.687500585,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00065.MTS_at3min_for1min.avi,yes,15:32,,2,2,4,8,953.978,1010.094,982.891,19.637,340.804,403.764,372.968,22.561,0.901,1.201,1.051,0.129,58,78,68.875,6.334,30.879,46.172,37.003,6.77,0,46.172,18.501,20.269,NA,NA,NA,NA,30.879,46.172,37.003,6.77,28.044,42.02,35.393,6.126,97.125,102.804,101.109,2.678,NA,NA,NA,NA,-0.6,187.725,193.404,191.709,15:32,240.4,72.109,1.25853947,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00065.MTS_at3min_for1min.avi,yes,15:32,,3,3,4,8,1089.478,1131.908,1110.351,13.305,442.087,496.835,468.948,19.035,1.068,1.535,1.343,0.219,41,71,55.625,10.309,31.923,47.452,37.007,7.102,0,47.452,18.503,20.32,NA,NA,NA,NA,31.923,47.452,37.007,7.102,22.198,33.081,27.843,5.029,-70.821,-54.462,-60.272,7.276,NA,NA,NA,NA,-0.6,19.779,36.138,30.328,15:32,240.4,270.728,4.725094977,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,15,2015,13,56,00065.MTS_at3min_for1min.avi,yes,15:32,,4,4,4,8,907.442,947.134,923.867,13.47,403.764,468.092,441.745,21.625,1.101,1.502,1.268,0.187,72,85,76.375,4.565,26.575,39.193,33.88,5.305,0,39.193,16.94,18.44,NA,NA,NA,NA,26.575,39.193,33.88,5.305,24.135,31.322,26.799,3.13,101.889,106.26,103.971,2.301,NA,NA,NA,NA,-0.6,192.489,196.86,194.571,15:32,240.4,74.971,1.308490794,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,4,2015,11,41,HONEYRUN_050415_11_47_for_1min.avi,yes,11:47,,1,1,4,8,657.5,698.833,679.083,15.118,229.5,289.5,252.75,20.657,1.435,1.835,1.66,0.179,62,89,77.875,7.936,28.425,48.06,38.087,8.024,0,48.06,19.043,21.025,NA,NA,NA,NA,28.425,48.06,38.087,8.024,19.812,27.177,22.827,3.274,39.289,66.28,50.555,13.175,NA,NA,NA,NA,0,129.289,156.28,140.555,11:47,129.4,269.955,4.711603582,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,4,2015,11,41,HONEYRUN_050415_11_47_for_1min.avi,yes,11:47,,2,2,4,8,421.167,469.167,442,18.001,174.833,219.5,196.083,14.547,1.068,1.568,1.251,0.222,64,116,83.5,17.517,20.699,32.694,26.932,6.384,0,32.694,13.466,14.99,NA,NA,NA,NA,20.699,32.694,26.932,6.384,17.95,28.36,21.636,4.636,-145.981,-104.931,-125.717,20.67,NA,NA,NA,NA,0,304.019,345.069,324.283,11:47,129.4,93.683,1.635076803,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,4,2015,11,41,HONEYRUN_050415_11_52_for_1min.avi,yes,11:52,,1,1,4,8,499.833,579.167,549.083,24.815,204.833,261.5,231.417,21.116,1.535,1.869,1.702,0.147,56,87,71.875,10.302,34.928,49.978,44.009,6.406,0,49.978,22.004,23.895,NA,NA,NA,NA,34.928,49.978,44.009,6.406,18.693,32.562,26.219,5.747,43.919,66.371,53.487,10.433,NA,NA,NA,NA,0,133.919,156.371,143.487,11:52,131.1,274.587,4.792447233,1,,,,,,,,,
Williamsport,HONEYRUN,,MAY,4,2015,11,41,HONEYRUN_050415_11_57_for_1min.avi,yes,11:57,,1,1,4,8,889.028,909.091,900.784,7.31,367.398,411.285,388.401,17.616,1.502,1.802,1.693,0.132,46,84,67.75,13.275,27.386,36.364,30.658,4.089,0,36.364,15.329,16.604,NA,NA,NA,NA,27.386,36.364,30.658,4.089,15.784,20.182,18.104,1.838,63.435,90,76.796,11.087,NA,NA,NA,NA,0,153.435,180,166.796,11:57,133,299.796,5.232427284,1,,,,,,,,,
