City (for azimuth),hive,camera,month,day,year,hour,minute,segment,dance found?,segment start time,Pollen forager,dancer.id,cluster.id,runs.measured,points,minX,maxX,meanX,sdX,minY,maxY,meanY,sdY,min_duration.sec,max_duration.sec,mean_duration.sec,sd_duration.sec,minI,maxI,meanI,sdI,minLen,maxLen,meanLen,sdLen,minD2S,maxD2S,meanD2S,sdD2S,minD2R,maxD2R,meanD2R,sdD2R,minD2P,maxD2P,meanD2P,sdD2P,minV,maxV,meanV,sdV,min_angle,max_angle,mean_angle,sd_angle,minDelta,maxDelta,meanDelta,sdDelta,skew,min_angle_corr,max_angle_corr,mean_angle_corr,segment start time,azimuth,heading.degrees,heading.radians,flag,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,6,2015,12,56,00070.MTS_at8min_for1min.avi,yes,13:33,,3,3,4,8,1054.5,1097.167,1079.333,15.511,474.5,502.5,488.75,10.022,0.2,0.634,0.467,0.198,38,53,45,5.732,16.707,31.693,27.172,7.117,0,31.693,13.586,15.253,NA,NA,NA,NA,16.707,31.693,27.172,7.117,45.23,83.45,63.584,17.654,22.249,35.538,27.835,5.759,NA,NA,NA,NA,0,112.249,125.538,117.835,13:33,183.8,301.635,5.264523889,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,6,2015,12,56,00070.MTS_at8min_for1min.avi,yes,13:33,,4,4,4,8,899.5,928.833,913.583,10.025,266.833,356.833,308.417,30.764,0.3,0.834,0.601,0.236,44,67,57.75,7.206,16.055,28.883,22.97,5.516,0,28.883,11.485,12.798,NA,NA,NA,NA,16.055,28.883,22.97,5.516,25.736,53.465,41.565,12.04,41.634,71.147,53.436,12.819,NA,NA,NA,NA,0,131.634,161.147,143.436,13:33,183.8,327.236,5.711345631,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,6,2015,12,56,00070.MTS_at13min_for1min.avi,no,13:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,13:38,185.1,275.1,4.801400772,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,6,2015,12,56,00071.MTS_at3min_for1min.avi,no,13:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,13:44,188.7,278.7,4.864232625,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,6,2015,12,56,00071.MTS_at8min_for1min.avi,no,13:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,13:49,191.7,281.7,4.916592503,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,12,56,00068.MTS_at0min_for1min.avi,yes,12:56,,1,1,4,8,916.5,1033.167,956.417,48.656,400.5,453.167,427.917,16.942,0.334,0.601,0.475,0.117,65,93,79.75,8.067,23.935,32.173,27.26,3.921,0,32.173,13.63,14.796,NA,NA,NA,NA,23.935,32.173,27.26,3.921,47.73,72.728,58.976,10.515,-159.075,102.875,29.463,125.938,NA,NA,NA,NA,1,289.925,191.875,118.463,12:56,159.3,277.763,4.84787889,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,12,56,00068.MTS_at5min_for1min.avi,yes,13:01,,1,1,4,8,976.167,1006.833,988.667,10.271,289.5,448.167,367.75,50.354,0,0,0,0,57,101,84.25,14.897,62.681,75.248,69.359,5.23,0,75.248,34.68,37.232,NA,NA,NA,NA,62.681,75.248,69.359,5.23,NA,NA,NA,NA,-101.201,-60.709,-82.617,16.681,NA,NA,NA,NA,1,347.799,28.291,6.383,13:01,162.8,169.183,2.952800388,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,12,56,00068.MTS_at5min_for1min.avi,yes,13:01,,2,2,4,8,957,995,975.75,11.386,354,414,383.875,22.794,0,0,0,0,68,128,95,19.864,30.083,45.122,39.66,6.713,0,45.122,19.83,21.65,NA,NA,NA,NA,30.083,45.122,39.66,6.713,NA,NA,NA,NA,-85.711,-68.552,-75.651,7.622,NA,NA,NA,NA,1,3.289,20.448,13.349,13:01,162.8,176.149,3.074380024,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,12,56,00068.MTS_at10min_for1min.avi,no,13:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89,89,89,13:06,165.7,254.7,4.445353605,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,12,56,00068.MTS_a15min_for1min.avi,yes,13:11,,1,1,4,8,1040.167,1070.167,1052.75,9.404,492.833,522.167,510.25,10.969,0.501,0.901,0.659,0.171,36,64,50.5,11.097,17.951,28.79,22.357,4.577,0,28.79,11.179,12.32,NA,NA,NA,NA,17.951,28.79,22.357,4.577,19.925,45.413,35.88,11.421,-141.34,-88.21,-120.766,23.194,NA,NA,NA,NA,1,307.66,0.79,328.234,13:11,168.7,136.934,2.389949158,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,12,56,00069.MTS_at3min_for1min.avi,yes,13:16,,1,1,4,8,1011,1116,1072.625,35.733,476,572,529,35.525,1.201,2.369,1.752,0.501,53,89,68.875,11.256,30.676,50.804,36.405,9.623,0,50.804,18.202,20.453,NA,NA,NA,NA,30.676,50.804,36.405,9.623,16.129,26.847,21.3,4.39,-172.875,169.796,-6.31,185.956,NA,NA,NA,NA,1,276.125,258.796,82.69,13:16,171.7,254.39,4.439943084,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,12,56,00069.MTS_at8min_for1min.avi,yes,13:21,,1,1,4,8,334.833,373.5,350.833,14.316,580.167,692.833,634.5,41.731,2.736,4.137,3.52,0.586,68,140,93.25,23.119,38,75.733,58.118,17.625,0,75.733,29.059,33.139,NA,NA,NA,NA,38,75.733,58.118,17.625,10.846,18.821,16.473,3.769,-99.913,-78.232,-91.943,10.236,NA,NA,NA,NA,1,349.087,10.768,357.057,13:21,174.7,171.757,2.997725163,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,12,56,00069.MTS_at13min_for1min.avi,no,13:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89,89,89,13:26,177.8,266.8,4.656538444,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,12,56,00070.MTS_at3min_for1min.avi,yes,13:31,,1,1,4,8,1058.833,1119.5,1085.417,18.928,498.167,550.833,527.333,18.246,0,0,0,0,21,56,37.875,11.432,25.157,40.557,31.458,6.58,0,40.557,15.729,17.358,NA,NA,NA,NA,25.157,40.557,31.458,6.58,NA,NA,NA,NA,77.735,122.005,100.263,21.676,NA,NA,NA,NA,1,166.735,211.005,189.263,13:31,180.9,10.163,0.1773778119,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,12,56,00070.MTS_at3min_for1min.avi,yes,13:31,,2,2,4,8,1045.167,1100.5,1080.833,17.689,358.167,418.833,383.333,17.951,0,0,0,0,41,67,56.75,8.648,20.011,54.016,31.395,15.326,0,54.016,15.697,19.552,NA,NA,NA,NA,20.011,54.016,31.395,15.326,NA,NA,NA,NA,-150.018,-140.194,-145.371,4.12,NA,NA,NA,NA,1,298.982,308.806,303.629,13:31,180.9,124.529,2.173441064,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,12,56,00070.MTS_at8min_for1min.avi,yes,13:36,,1,1,4,8,1046.167,1095.5,1071.917,16.146,473.5,513.5,492.417,12.451,0.334,0.734,0.576,0.171,33,62,49,10.379,25.966,29.242,27.641,1.617,0,29.242,13.821,14.813,NA,NA,NA,NA,25.966,29.242,27.641,1.617,39.836,77.819,51.825,17.495,5.315,46.848,24.721,17.682,NA,NA,NA,NA,1,94.315,135.848,113.721,13:36,184,297.721,5.196211702,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,12,56,00070.MTS_at8min_for1min.avi,yes,13:36,,2,2,4,8,859.5,925.5,898.167,23.086,116.167,212.167,164.25,32.297,1.802,2.336,2.027,0.227,43,100,58.5,22.627,47.07,62.514,53.68,6.545,0,62.514,26.84,29.011,NA,NA,NA,NA,47.07,62.514,53.68,6.545,24.322,28.362,26.499,1.662,-105.611,-97.352,-101.829,4.162,NA,NA,NA,NA,1,343.389,351.648,347.171,13:36,184,171.171,2.987497534,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,12,56,00070.MTS_at8min_for1min.avi,yes,13:36,,3,3,4,8,928.5,1019.833,980.25,33.712,312.167,405.5,369.917,34.135,0.934,1.735,1.435,0.383,29,68,51.5,13.342,27.487,83.336,53.938,24.798,0,83.336,26.969,33.087,NA,NA,NA,NA,27.487,83.336,53.938,24.798,20.595,48.03,37.302,12.022,58.392,90.458,75.313,15.061,NA,NA,NA,NA,1,147.392,179.458,164.313,13:36,184,348.313,6.079208677,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,12,56,00070.MTS_at8min_for1min.avi,yes,13:36,,4,4,4,8,903.5,966.833,929.833,20.016,294.167,342.167,311.333,16.891,0.601,1.168,0.859,0.24,49,74,59.125,9.156,24.775,48.557,34.477,10.341,0,48.557,17.239,19.633,NA,NA,NA,NA,24.775,48.557,34.477,10.341,32.282,48.65,40.44,6.75,23.806,62.85,44.494,15.997,NA,NA,NA,NA,1,112.806,151.85,133.494,13:36,184,317.494,5.541315655,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,12,56,00070.MTS_at13min_for1min.avi,no,13:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89,89,89,13:41,187,276,4.817108736,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,12,56,00071.MTS_at3min_for1min.avi,no,13:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89,89,89,13:46,190,279,4.869468613,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,12,56,00071.MTS_at8min_for1min.avi,no,13:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89,89,89,13:51,193,282,4.921828491,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00083.MTS_at0min_for1min.avi,yes,14:24,,1,1,4,8,915.833,956.5,938,15.707,465.167,518.5,485,18.734,0.534,0.734,0.676,0.096,54,79,63.5,8.652,26.874,36.375,30.627,4.251,0,36.375,15.313,16.606,NA,NA,NA,NA,26.874,36.375,30.627,4.251,38.187,50.339,45.661,5.6,-16.113,41.285,3.83,25.584,NA,NA,NA,NA,1,72.887,130.285,92.83,14:24,210.9,303.73,5.301088537,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00083.MTS_at0min_for1min.avi,yes,14:24,,2,2,4,8,900.5,975.833,940.667,25.959,335.833,370.5,351.417,13.233,0.734,1.602,1.185,0.371,79,136,101.25,24.335,31.693,44.322,38.747,6.1,0,44.322,19.373,21.092,NA,NA,NA,NA,31.693,44.322,38.747,6.1,23.746,48.543,35.138,11.473,-179.119,165.379,78.283,171.605,NA,NA,NA,NA,1,269.881,254.379,167.283,14:24,210.9,18.183,0.3173532179,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00083.MTS_at0min_for1min.avi,yes,14:24,,3,3,4,8,1130.833,1254.167,1200.917,44.48,400.833,456.833,428.333,19.894,1.635,3.604,2.761,0.864,48,122,72.25,23.909,32.83,41.979,36.716,4.121,0,41.979,18.358,19.81,NA,NA,NA,NA,32.83,41.979,36.716,4.121,10.143,20.875,14.47,5.126,-119.168,-100.125,-108.037,8.641,NA,NA,NA,NA,1,329.832,348.875,340.963,14:24,210.9,191.863,3.348641063,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00083.MTS_at5min_for1min.avi,yes,14:29,,1,1,4,8,456.833,480.833,466.417,8.379,204.167,272.167,238.417,22.165,2.536,3.604,3.12,0.46,0,0,0,0,27.536,40.716,34.949,6.269,0,40.716,17.474,19.126,NA,NA,NA,NA,27.536,40.716,34.949,6.269,9.169,12.622,11.241,1.549,-96.953,-91.193,-94.192,2.653,NA,NA,NA,NA,1,352.047,357.807,354.808,14:29,213.4,208.208,3.633915129,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00083.MTS_at5min_for1min.avi,yes,14:29,,2,2,4,8,905.833,957.833,930.5,16.779,515.5,567.5,540.5,18.139,1.268,1.535,1.401,0.122,0,0,0,0,29.605,39.961,34.501,4.369,0,39.961,17.251,18.662,NA,NA,NA,NA,29.605,39.961,34.501,4.369,22.181,28.005,24.663,2.84,97.765,129.668,116.76,13.584,NA,NA,NA,NA,1,186.765,218.668,205.76,14:29,213.4,59.16,1.032536785,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00083.MTS_at5min_for1min.avi,yes,14:29,,3,3,4,8,847.167,883.167,861.25,11.626,311.5,338.833,324.5,10.383,0.3,0.667,0.442,0.16,0,0,0,0,12.579,27.406,18.365,6.683,0,27.406,9.183,10.747,NA,NA,NA,NA,12.579,27.406,18.365,6.683,28.971,74.67,44.533,20.815,43.603,122.005,87.388,32.83,NA,NA,NA,NA,1,132.603,211.005,176.388,14:29,213.4,29.788,0.5198986776,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00083.MTS_at10min_for1min.avi,yes,14:34,,1,1,4,8,826.167,877.5,859.25,18.571,303.5,362.833,333.417,21.296,0.4,0.567,0.475,0.074,50,88,70,13.774,13.744,22.804,16.943,4.005,0,22.804,8.472,9.429,NA,NA,NA,NA,13.744,22.804,16.943,4.005,31.21,40.201,35.518,4.731,50.906,129.806,104.642,36.919,NA,NA,NA,NA,1,139.906,218.806,193.642,14:34,215.8,49.442,0.8629256888,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00083.MTS_at15min_for1min.avi,yes,14:39,,1,1,4,8,1018,1052,1040.625,13.158,131,161,146.375,11.831,0.4,0.467,0.442,0.032,43,59,50.625,5.579,19,24.331,21.229,2.257,0,24.331,10.615,11.443,NA,NA,NA,NA,19,24.331,21.229,2.257,40.674,60.767,48.456,8.636,80.538,109.29,95.284,12.621,NA,NA,NA,NA,1,169.538,198.29,184.284,14:39,218.1,42.384,0.7397403502,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00084.MTS_at3min_for1min.avi,no,14:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89,89,89,14:40,218.8,307.8,5.372123438,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00084.MTS_at8min_for1min.avi,yes,14:45,,1,1,4,8,522.84,788.366,658.854,114.323,343.541,544.739,432.678,88.033,1.134,1.702,1.435,0.251,59,74,65.25,5.726,38.176,45.497,42.635,3.229,0,45.497,21.317,22.887,NA,NA,NA,NA,38.176,45.497,42.635,3.229,22.434,39.15,30.601,6.922,-165.466,178.152,-1.324,189.304,NA,NA,NA,NA,1,283.534,267.152,87.676,14:45,221,308.676,5.387412522,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00084.MTS_at8min_for1min.avi,yes,14:45,,2,2,4,8,919.76,959.453,937.896,16.55,399.658,436.612,419.333,12.414,1.301,1.768,1.568,0.211,27,69,47.25,13.435,29.002,37.232,33.423,3.677,0,37.232,16.712,18.027,NA,NA,NA,NA,29.002,37.232,33.423,3.677,18.068,23.648,21.471,2.391,-162.897,-136.736,-153.198,11.861,NA,NA,NA,NA,1,286.103,312.264,295.802,14:45,221,156.802,2.736711174,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00084.MTS_at13min_for1min.avi,no,14:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89,89,89,14:50,223.2,312.2,5.448917925,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00085.MTS_at3min_for1min.avi,yes,14:56,,1,1,4,8,188.833,331.5,251,51.691,519.167,584.5,550.5,28.354,0.634,1.502,0.993,0.418,76,147,114.25,27.582,16.72,46.308,34.065,12.496,0,46.308,17.033,19.962,NA,NA,NA,NA,16.72,46.308,34.065,12.496,26.373,57.162,36.105,14.172,-175.426,174.987,-84.881,173.296,NA,NA,NA,NA,1,273.574,263.987,4.119,14:56,225.6,229.719,4.009352904,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00085.MTS_at8min_for1min.avi,yes,15:01,,1,1,5,9,221.333,1011.5,894.074,252.941,425.333,554.167,518.074,38.572,0,1.001,0.434,0.402,33,71,53.111,12.604,0,28.04,11.868,10.539,0,28.04,6.593,9.729,NA,NA,NA,NA,5.735,28.04,14.834,9.455,20.86,34.894,29.535,6.576,71.996,144.462,91.63,35.279,NA,NA,NA,NA,1,160.996,233.462,180.63,15:01,227.5,48.13,0.840026969,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00085.MTS_at13min_for1min.avi,no,15:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89,89,89,15:06,229.4,318.4,5.557128338,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00086.MTS_at3min_for1min.avi,no,15:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89,89,89,15:12,231.6,320.6,5.595525582,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00086.MTS_at8min_for1min.avi,yes,15:17,,1,1,4,8,594,716,655.5,41.925,245,291,264.875,14.407,0.667,1.268,0.934,0.254,46,194,100.75,44.19,24.083,54.626,43.067,13.215,0,54.626,21.534,24.592,NA,NA,NA,NA,24.083,54.626,43.067,13.215,36.047,65.486,46.769,13.983,-169.919,-131.634,-152.943,15.857,NA,NA,NA,NA,1,279.081,317.366,296.057,15:17,233.3,169.357,2.955837261,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00086.MTS_at13min_for1min.avi,no,15:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89,89,89,15:22,235,324,5.654866776,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00087.MTS_at3min_for1min.avi,no,15:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89,89,89,15:28,263.9,352.9,6.15926693,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00087.MTS_at8min_for1min.avi,no,15:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89,89,89,15:33,238.4,327.4,5.714207971,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00087.MTS_at13min_for1min.avi,yes,15:38,,1,1,4,8,895.5,924.833,913.25,10.516,133.5,194.833,165.417,24.999,0.434,1.502,0.801,0.496,35,70,51.375,11.807,12.293,28.127,19.262,6.564,0,28.127,9.631,11.157,NA,NA,NA,NA,12.293,28.127,19.262,6.564,18.732,40.062,27.376,9.339,-45,139.399,48.481,84.026,NA,NA,NA,NA,1,44,228.399,137.481,15:38,239.9,17.381,0.3033556773,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00088.MTS_at3min_for1min.avi,no,15:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89,89,89,15:43,241.4,330.4,5.766567849,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00088.MTS_at8min_for1min.avi,yes,15:48,,1,1,4,8,364.5,481.833,442.833,42.38,205.5,369.5,292.333,60.451,1.335,4.304,3.078,1.373,55,109,87.75,21.191,15.202,60.93,40.067,19.121,0,60.93,20.033,24.806,NA,NA,NA,NA,15.202,60.93,40.067,19.121,10.75,15.091,12.899,2.149,53.791,74.745,66.145,9.449,NA,NA,NA,NA,1,142.791,163.745,155.145,15:48,242.8,37.945,0.6622651847,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,7,2015,14,24,00088.MTS_at13min_for1min.avi,no,15:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89,89,89,15:53,244.1,333.1,5.813691738,0,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at0+0min_for1min.avi,yes,14:15,,1,1,4,8,1049.786,1064.842,1053.037,5.118,643.285,707.613,674.251,24.385,1.268,1.702,1.485,0.19,68,117,87.375,15.811,34.652,50.66,42.835,7.071,0,50.66,21.418,23.36,NA,NA,NA,NA,34.652,50.66,42.835,7.071,23.339,36.15,29.088,5.361,71.03,99.09,88.411,12.093,NA,NA,NA,NA,1,160.03,188.09,177.411,14:15,207.1,24.511,0.427797653,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at0+0min_for1min.avi,yes,14:15,,2,2,4,8,997.776,1077.16,1035.928,25.912,525.577,611.805,562.019,28.55,1.401,1.835,1.568,0.209,39,91,64.125,17.208,38.906,54.284,46.791,6.848,0,54.284,23.395,25.409,NA,NA,NA,NA,38.906,54.284,46.791,6.848,23.784,35.911,30.165,5.438,-140.711,-112.38,-126.992,11.975,NA,NA,NA,NA,1,308.289,336.62,322.008,14:15,207.1,169.108,2.951491391,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at2+0min_for1min.avi,yes,14:17,,1,1,4,8,995.038,1089.478,1043.456,29.135,168.349,266.895,226.347,35.2,2.503,3.437,3.07,0.413,73,143,98.25,22.237,30.049,42.164,36.201,6.787,0,42.164,18.1,19.854,NA,NA,NA,NA,30.049,42.164,36.201,6.787,9.896,12.71,11.776,1.272,144.246,160.974,152.147,6.998,NA,NA,NA,NA,1,233.246,249.974,241.147,14:17,208.2,89.347,1.559399327,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at2+0min_for1min.avi,yes,14:17,,2,2,4,8,1074.423,1155.175,1113.944,26.554,470.83,522.84,492.044,20.036,1.268,1.535,1.401,0.136,33,141,79,29.799,31.599,47.512,38.818,8.422,0,47.512,19.409,21.469,NA,NA,NA,NA,31.599,47.512,38.818,8.422,20.587,34.244,27.849,6.234,-175.03,169.38,-84.092,169.061,NA,NA,NA,NA,1,273.97,258.38,4.908,14:17,208.2,213.108,3.719436262,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at5+0min_for1min.avi,yes,14:20,,1,1,4,8,978.614,1036.099,1005.304,20.667,496.835,520.103,510.693,8.451,3.737,4.304,4.121,0.259,68,129,96.875,20.406,26.995,42.252,36.44,6.69,0,42.252,18.22,19.964,NA,NA,NA,NA,26.995,42.252,36.44,6.69,7.224,9.816,8.793,1.151,149.534,176.055,158.53,11.914,NA,NA,NA,NA,1,238.534,265.055,247.53,14:20,209.8,97.33,1.698728961,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at5+0min_for1min.avi,yes,14:20,,2,2,4,8,1042.943,1089.478,1065.697,21.763,428.4,442.087,434.046,4.985,1.201,1.668,1.476,0.219,72,121,92.25,16.765,30.142,46.616,40.282,7.125,0,46.616,20.141,22.031,NA,NA,NA,NA,30.142,46.616,40.282,7.125,25.093,29.365,27.219,2.043,-176.634,177.397,-86.117,175.711,NA,NA,NA,NA,1,272.366,266.397,2.883,14:20,209.8,212.683,3.712018613,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at7+0min_for1min.avi,yes,14:22,,1,1,4,8,990.932,1038.837,1012.831,21.764,458.512,487.254,473.567,11.047,1.335,1.735,1.535,0.183,74,99,85.5,9.366,31.747,44.139,39.938,5.602,0,44.139,19.969,21.66,NA,NA,NA,NA,31.747,44.139,39.938,5.602,23.786,30.764,26.084,3.169,172.569,178.091,174.046,2.7,NA,NA,NA,NA,1,261.569,267.091,263.046,14:22,210.8,113.846,1.98698754,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at7+0min_for1min.avi,yes,14:22,,2,2,4,8,1018.306,1082.635,1047.904,23.953,632.335,748.674,685.372,42.989,1.068,1.602,1.351,0.258,70,94,80.625,8.684,28.873,47.669,38.379,7.977,0,47.669,19.189,21.169,NA,NA,NA,NA,28.873,47.669,38.379,7.977,23.339,34.259,28.601,4.6,-140.826,176.186,89.337,153.944,NA,NA,NA,NA,1,308.174,265.186,178.337,14:22,210.8,29.137,0.5085365842,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at7+0min_for1min.avi,yes,14:22,,3,3,4,8,910.18,982.72,945.081,25.48,362.703,394.183,381.694,11.13,3.203,4.571,4.188,0.658,58,113,84.375,19.086,31.271,58.79,43.958,11.693,0,58.79,21.979,24.712,NA,NA,NA,NA,31.271,58.79,43.958,11.693,6.942,12.861,10.615,2.66,150.751,156.801,154.618,2.661,NA,NA,NA,NA,1,239.751,245.801,243.618,14:22,210.8,94.418,1.647904973,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at10+0min_for1min.avi,yes,14:25,,1,1,4,8,997.776,1074.423,1033.533,25.018,380.496,429.769,402.737,17.902,3.604,4.071,3.837,0.198,70,126,95.875,15.761,29.387,40.533,36.701,5.049,0,40.533,18.351,19.894,NA,NA,NA,NA,29.387,40.533,36.701,5.049,7.794,11.248,9.58,1.413,152.241,168.311,160.692,7.681,NA,NA,NA,NA,1.2,241.041,257.111,249.492,14:25,212.3,101.792,1.776605552,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at10+0min_for1min.avi,yes,14:25,,2,2,4,8,1026.518,1088.109,1062.789,21.703,600.855,629.598,614.542,10.5,1.502,1.702,1.577,0.088,70,129,87.125,19.636,32.849,38.543,35.549,3.127,0,38.543,17.774,19.112,NA,NA,NA,NA,32.849,38.543,35.549,3.127,20.946,25.111,22.56,1.793,-163.496,180,87.716,167.91,NA,NA,NA,NA,1.2,285.304,268.8,176.516,14:25,212.3,28.816,0.5029340773,1,,,,,,,,,
Mount Sterling,MOOREMAN,,MAY,9,2015,14,15,00035.MTS_at10+0min_for1min.avi,yes,14:25,,3,3,4,8,1118.221,1197.605,1157.399,27.558,351.754,406.501,382.036,18.73,3.136,3.537,3.37,0.187,72,103,90.625,12.648,42.518,61.21,51.033,8.253,0,61.21,25.516,27.808,NA,NA,NA,NA,42.518,61.21,51.033,8.253,13.157,17.471,15.123,2.1,146.821,153.435,151.242,3.011,NA,NA,NA,NA,1.2,235.621,242.235,240.042,14:25,212.3,92.342,1.611671938,1,,,,,,,,,
